,Value
33174,974/92
33175,336/24
33176,6/546
33177,696/1
33178,67/9
33179,9/7
33180,585/9
33181,1/41
33182,2/869
33183,8/51
33184,5/8
33185,611/161
33186,312/491
33187,72/6
33188,66/876
33189,6/695
33190,301/4
33191,9/5
33192,89/887
33193,938/74
33194,471/1
33195,623/6
33196,848/348
33197,869/574
33198,4/7
33199,1/40
33200,1/5
33201,372/3
33202,533/26
33203,1/15
33204,8/61
33205,171/73
33206,9/414
33207,70/280
33208,5/5
33209,7/95
33210,33/946
33211,5/1
33212,423/715
33213,167/28
33214,7/1
33215,368/610
33216,4/13
33217,23/607
33218,827/933
33219,45/93
33220,901/9
33221,103/801
33222,941/32
33223,2/82
33224,500/87
33225,31/4
33226,6/3
33227,690/38
33228,702/32
33229,49/3
33230,91/9
33231,56/882
33232,263/873
33233,75/2
33234,629/57
33235,953/4
33236,87/7
33237,1/49
33238,2/8
33239,301/337
33240,62/396
33241,73/56
33242,213/27
33243,236/6
33244,46/76
33245,883/12
33246,42/98
33247,800/329
33248,47/896
33249,461/44
33250,8/58
33251,5/50
33252,7/527
33253,362/793
33254,6/716
33255,58/78
33256,91/6
33257,220/371
33258,692/873
33259,9/52
33260,9/639
33261,1/5
33262,860/9
33263,1/278
33264,21/48
33265,954/30
33266,3/828
33267,3/666
33268,52/5
33269,29/18
33270,162/7
33271,38/53
33272,375/33
33273,1/857
33274,33/5
33275,850/4
33276,31/1
33277,867/1
33278,9/900
33279,684/187
33280,659/41
33281,586/22
33282,9/30
33283,5/7
33284,4/77
33285,47/48
33286,290/672
33287,8/57
33288,620/6
33289,2/3
33290,145/86
33291,3/73
33292,11/25
33293,47/2
33294,79/8
33295,85/70
33296,5/780
33297,680/6
33298,244/720
33299,63/948
33300,6/52
33301,151/748
33302,2/4
33303,290/9
33304,2/718
33305,19/514
33306,24/88
33307,717/7
33308,8/85
33309,9/28
33310,959/92
33311,407/687
33312,2/956
33313,912/7
33314,4/16
33315,39/2
33316,68/410
33317,743/5
33318,6/6
33319,1/285
33320,87/1
33321,714/71
33322,6/13
33323,3/3
33324,94/259
33325,408/937
33326,316/44
33327,38/27
33328,1/16
33329,34/311
33330,13/57
33331,8/970
33332,16/409
33333,11/757
33334,964/1
33335,422/56
33336,6/8
33337,296/7
33338,5/624
33339,553/51
33340,818/46
33341,236/8
33342,3/5
33343,94/98
33344,9/1
33345,264/1
33346,43/440
33347,5/28
33348,66/50
33349,147/482
33350,3/9
33351,6/279
33352,936/44
33353,78/58
33354,3/8
33355,6/849
33356,398/12
33357,297/375
33358,73/482
33359,99/36
33360,39/5
33361,9/176
33362,7/85
33363,2/1
33364,829/69
33365,7/6
33366,19/39
33367,202/997
33368,2/819
33369,9/324
33370,637/51
33371,203/381
33372,5/6
33373,258/922
33374,829/207
33375,267/3
33376,30/3
33377,70/26
33378,422/343
33379,4/727
33380,960/1
33381,353/51
33382,4/16
33383,5/6
33384,3/895
33385,942/44
33386,4/7
33387,29/278
33388,400/98
33389,601/188
33390,667/109
33391,42/409
33392,51/564
33393,2/829
33394,7/764
33395,1/4
33396,161/63
33397,541/21
33398,9/88
33399,6/57
33400,8/4
33401,4/48
33402,65/133
33403,4/491
33404,69/4
33405,17/737
33406,5/1
33407,521/445
33408,8/915
33409,84/2
33410,788/82
33411,7/972
33412,20/1
33413,15/694
33414,67/77
33415,3/1
33416,65/81
33417,8/532
33418,887/772
33419,5/8
33420,76/4
33421,64/890
33422,84/1
33423,537/9
33424,8/741
33425,33/491
33426,12/6
33427,3/34
33428,597/942
33429,2/596
33430,334/421
33431,5/276
33432,309/994
33433,366/89
33434,689/4
33435,100/386
33436,2/538
33437,3/18
33438,614/592
33439,289/93
33440,36/45
33441,5/77
33442,6/834
33443,768/83
33444,2/8
33445,5/78
33446,5/8
33447,861/67
33448,21/2
33449,758/454
33450,7/6
33451,91/10
33452,58/971
33453,73/581
33454,2/229
33455,376/8
33456,19/6
33457,73/8
33458,71/95
33459,771/232
33460,62/1
33461,47/136
33462,58/521
33463,710/88
33464,46/521
33465,7/2
33466,6/1
33467,15/174
33468,598/24
33469,6/916
33470,2/45
33471,77/649
33472,140/11
33473,20/218
33474,1/27
33475,7/375
33476,121/12
33477,911/9
33478,440/6
33479,99/864
33480,95/32
33481,82/450
33482,579/912
33483,447/5
33484,84/3
33485,942/923
33486,444/7
33487,84/7
33488,26/68
33489,5/976
33490,96/60
33491,13/44
33492,29/653
33493,699/406
33494,8/951
33495,8/2
33496,90/18
33497,39/634
33498,571/9
33499,61/422
33500,43/7
33501,4/8
33502,19/979
33503,31/214
33504,2/71
33505,37/21
33506,13/4
33507,5/88
33508,38/984
33509,672/6
33510,964/9
33511,533/9
33512,678/422
33513,2/3
33514,88/61
33515,771/89
33516,368/62
33517,45/55
33518,23/60
33519,4/66
33520,8/4
33521,133/24
33522,47/411
33523,812/3
33524,77/802
33525,729/122
33526,465/875
33527,7/8
33528,96/84
33529,450/52
33530,6/40
33531,440/741
33532,669/29
33533,768/817
33534,2/90
33535,3/4
33536,38/48
33537,917/18
33538,33/3
33539,8/358
33540,52/896
33541,5/965
33542,3/9
33543,7/5
33544,72/83
33545,75/6
33546,126/451
33547,56/670
33548,5/271
33549,130/291
33550,7/24
33551,85/7
33552,842/505
33553,615/801
33554,115/46
33555,294/6
33556,10/8
33557,57/235
33558,936/3
33559,82/5
33560,9/9
33561,111/9
33562,53/57
33563,456/170
33564,371/777
33565,375/5
33566,4/69
33567,178/414
33568,11/47
33569,25/147
33570,977/161
33571,9/75
33572,777/2
33573,6/140
33574,1/719
33575,47/3
33576,757/4
33577,1/2
33578,6/93
33579,5/3
33580,3/807
33581,736/7
33582,93/3
33583,6/298
33584,9/340
33585,7/893
33586,3/8
33587,8/849
33588,7/964
33589,27/786
33590,2/8
33591,788/42
33592,8/190
33593,56/8
33594,85/600
33595,71/204
33596,697/751
33597,548/434
33598,44/571
33599,831/14
33600,25/896
33601,83/5
33602,970/88
33603,84/7
33604,4/31
33605,193/22
33606,45/543
33607,3/7
33608,889/69
33609,7/50
33610,430/190
33611,23/2
33612,540/9
33613,2/2
33614,8/50
33615,434/325
33616,11/59
33617,9/175
33618,8/59
33619,679/442
33620,37/7
33621,62/628
33622,7/198
33623,147/400
33624,75/1
33625,1/2
33626,65/15
33627,322/49
33628,5/266
33629,8/520
33630,67/793
33631,65/929
33632,59/7
33633,35/777
33634,7/9
33635,915/5
33636,2/585
33637,774/7
33638,92/909
33639,439/9
33640,62/931
33641,481/112
33642,439/8
33643,8/2
33644,26/27
33645,978/380
33646,92/6
33647,13/83
33648,93/64
33649,998/729
33650,833/2
33651,924/558
33652,16/5
33653,65/850
33654,4/765
33655,1/79
33656,34/8
33657,715/8
33658,7/309
33659,46/3
33660,5/53
33661,89/3
33662,82/60
33663,73/908
33664,275/845
33665,85/18
33666,28/90
33667,42/52
33668,73/71
33669,939/3
33670,61/536
33671,61/997
33672,30/679
33673,707/8
33674,169/9
33675,642/13
33676,589/99
33677,530/6
33678,7/1
33679,826/54
33680,262/563
33681,7/462
33682,7/7
33683,187/64
33684,29/886
33685,3/894
33686,90/500
33687,69/406
33688,96/310
33689,788/754
33690,929/83
33691,42/887
33692,4/9
33693,565/56
33694,291/355
33695,9/611
33696,238/304
33697,21/375
33698,94/4
33699,736/19
33700,672/376
33701,651/225
33702,34/6
33703,8/3
33704,62/515
33705,26/26
33706,3/6
33707,7/1
33708,51/726
33709,2/9
33710,8/949
33711,8/49
33712,2/456
33713,8/6
33714,71/906
33715,73/1
33716,57/62
33717,8/17
33718,3/79
33719,5/86
33720,72/5
33721,9/775
33722,7/18
33723,63/313
33724,86/9
33725,357/3
33726,637/976
33727,7/1
33728,343/9
33729,27/9
33730,802/204
33731,463/66
33732,25/45
33733,249/679
33734,65/6
33735,5/160
33736,2/23
33737,14/86
33738,7/976
33739,297/40
33740,32/5
33741,202/3
33742,8/6
33743,83/2
33744,204/7
33745,6/96
33746,629/5
33747,41/7
33748,681/6
33749,494/5
33750,563/15
33751,806/347
33752,106/792
33753,4/3
33754,889/103
33755,6/955
33756,403/6
33757,8/987
33758,2/201
33759,58/8
33760,782/93
33761,431/911
33762,40/820
33763,7/67
33764,541/4
33765,91/29
33766,906/84
33767,914/1
33768,36/142
33769,9/63
33770,665/490
33771,777/9
33772,87/85
33773,306/77
33774,2/16
33775,485/1
33776,69/66
33777,559/6
33778,63/7
33779,585/577
33780,4/8
33781,26/988
33782,747/49
33783,201/2
33784,578/902
33785,86/41
33786,23/2
33787,8/69
33788,82/773
33789,323/53
33790,2/12
33791,65/6
33792,987/5
33793,1/5
33794,2/636
33795,665/776
33796,48/5
33797,72/445
33798,9/1
33799,9/3
33800,38/44
33801,295/60
33802,64/974
33803,9/911
33804,72/88
33805,7/88
33806,865/6
33807,4/237
33808,54/77
33809,76/6
33810,9/9
33811,93/85
33812,5/53
33813,3/7
33814,5/63
33815,9/9
33816,342/6
33817,92/16
33818,2/113
33819,28/1
33820,58/886
33821,726/9
33822,9/764
33823,95/68
33824,339/52
33825,21/75
33826,3/6
33827,783/183
33828,26/32
33829,8/823
33830,7/4
33831,27/449
33832,763/17
33833,9/41
33834,579/7
33835,5/906
33836,45/804
33837,71/2
33838,19/3
33839,40/5
33840,4/25
33841,8/130
33842,88/5
33843,35/9
33844,282/29
33845,32/364
33846,723/819
33847,3/34
33848,3/71
33849,6/40
33850,137/9
33851,838/2
33852,66/772
33853,57/8
33854,295/39
33855,6/7
33856,7/74
33857,303/52
33858,1/2
33859,1/686
33860,161/470
33861,7/36
33862,819/89
33863,999/8
33864,533/5
33865,3/7
33866,13/31
33867,98/866
33868,7/4
33869,8/554
33870,82/178
33871,27/63
33872,548/5
33873,8/27
33874,391/819
33875,459/429
33876,5/3
33877,5/9
33878,7/63
33879,358/4
33880,2/125
33881,3/4
33882,49/56
33883,896/78
33884,949/8
33885,991/334
33886,7/390
33887,746/208
33888,87/13
33889,78/5
33890,774/882
33891,3/59
33892,45/8
33893,858/563
33894,6/292
33895,8/718
33896,5/3
33897,2/46
33898,7/3
33899,2/429
33900,67/8
33901,88/600
33902,52/611
33903,6/9
33904,67/17
33905,74/37
33906,99/6
33907,88/477
33908,45/9
33909,84/2
33910,511/861
33911,89/730
33912,9/2
33913,96/751
33914,569/8
33915,3/765
33916,64/930
33917,77/3
33918,9/807
33919,33/416
33920,267/598
33921,67/95
33922,518/97
33923,51/5
33924,924/950
33925,253/719
33926,709/7
33927,75/51
33928,424/299
33929,834/547
33930,43/61
33931,644/55
33932,530/5
33933,16/2
33934,464/431
33935,384/7
33936,17/20
33937,592/48
33938,798/949
33939,72/69
33940,65/102
33941,857/43
33942,5/87
33943,212/63
33944,5/55
33945,838/248
33946,30/3
33947,418/17
33948,71/5
33949,843/6
33950,516/8
33951,258/74
33952,96/74
33953,88/745
33954,3/178
33955,533/589
33956,180/50
33957,74/761
33958,595/784
33959,8/82
33960,9/7
33961,253/731
33962,1/9
33963,875/1
33964,1/711
33965,53/4
33966,67/3
33967,3/76
33968,30/291
33969,6/4
33970,8/385
33971,4/429
33972,36/4
33973,1/9
33974,19/560
33975,108/11
33976,330/4
33977,55/944
33978,87/525
33979,2/1
33980,96/16
33981,49/77
33982,70/21
33983,74/84
33984,728/854
33985,2/69
33986,87/22
33987,18/8
33988,6/695
33989,7/330
33990,46/2
33991,73/20
33992,6/518
33993,1/72
33994,95/8
33995,9/5
33996,488/6
33997,4/5
33998,982/2
33999,884/216
34000,9/63
34001,30/6
34002,8/901
34003,768/1
34004,77/3
34005,40/95
34006,2/109
34007,605/9
34008,81/494
34009,2/7
34010,202/673
34011,4/30
34012,469/72
34013,173/1
34014,15/3
34015,79/4
34016,87/3
34017,699/478
34018,476/57
34019,4/935
34020,2/45
34021,9/4
34022,9/1
34023,66/1
34024,2/721
34025,9/18
34026,264/789
34027,120/5
34028,11/808
34029,122/3
34030,8/68
34031,23/54
34032,10/60
34033,966/48
34034,910/5
34035,8/26
34036,4/8
34037,80/81
34038,10/88
34039,75/760
34040,321/25
34041,60/5
34042,386/20
34043,42/42
34044,24/404
34045,741/5
34046,13/284
34047,2/7
34048,8/728
34049,573/69
34050,992/7
34051,719/49
34052,6/9
34053,794/6
34054,4/302
34055,653/5
34056,655/30
34057,3/853
34058,286/3
34059,92/80
34060,736/54
34061,79/94
34062,791/583
34063,718/6
34064,2/98
34065,20/33
34066,18/656
34067,58/620
34068,4/47
34069,465/32
34070,21/43
34071,3/93
34072,1/9
34073,204/52
34074,70/244
34075,127/96
34076,8/45
34077,33/65
34078,25/13
34079,55/74
34080,439/1
34081,38/94
34082,2/70
34083,714/123
34084,56/8
34085,511/2
34086,5/80
34087,94/88
34088,698/86
34089,1/32
34090,77/1
34091,53/4
34092,48/202
34093,6/56
34094,64/5
34095,6/931
34096,85/59
34097,97/171
34098,70/687
34099,709/43
34100,560/85
34101,605/15
34102,70/7
34103,7/46
34104,4/2
34105,660/516
34106,63/630
34107,13/583
34108,954/4
34109,36/772
34110,602/59
34111,4/6
34112,168/51
34113,6/3
34114,432/695
34115,685/42
34116,7/47
34117,529/2
34118,28/8
34119,921/281
34120,325/601
34121,30/19
34122,331/61
34123,481/18
34124,21/27
34125,1/90
34126,73/47
34127,856/394
34128,8/4
34129,247/917
34130,4/9
34131,9/94
34132,912/1
34133,7/410
34134,63/9
34135,2/74
34136,98/455
34137,93/7
34138,31/255
34139,83/801
34140,2/4
34141,7/307
34142,61/14
34143,95/616
34144,463/9
34145,44/419
34146,4/905
34147,55/16
34148,3/93
34149,7/8
34150,664/117
34151,514/640
34152,291/38
34153,745/22
34154,99/44
34155,758/167
34156,124/4
34157,105/18
34158,7/3
34159,40/281
34160,41/13
34161,965/7
34162,903/81
34163,614/590
34164,738/40
34165,17/629
34166,413/575
34167,2/60
34168,7/2
34169,919/6
34170,84/160
34171,7/279
34172,6/508
34173,50/15
34174,1/1
34175,5/5
34176,5/91
34177,889/91
34178,60/328
34179,9/10
34180,6/33
34181,72/8
34182,1/27
34183,97/216
34184,4/8
34185,69/782
34186,76/500
34187,3/47
34188,224/1
34189,5/383
34190,446/309
34191,54/52
34192,500/71
34193,3/67
34194,849/19
34195,8/43
34196,29/5
34197,66/94
34198,871/74
34199,513/536
34200,811/90
34201,7/699
34202,21/75
34203,94/640
34204,39/99
34205,6/836
34206,2/515
34207,570/436
34208,7/60
34209,881/6
34210,73/18
34211,80/34
34212,8/791
34213,174/4
34214,420/65
34215,503/1
34216,11/86
34217,76/832
34218,1/441
34219,316/8
34220,55/83
34221,53/7
34222,439/2
34223,21/229
34224,88/5
34225,283/79
34226,8/735
34227,9/458
34228,53/1
34229,807/5
34230,2/80
34231,10/80
34232,91/675
34233,25/369
34234,23/798
34235,764/27
34236,473/7
34237,117/5
34238,2/750
34239,445/666
34240,6/75
34241,946/29
34242,8/709
34243,530/722
34244,28/2
34245,14/9
34246,76/95
34247,127/6
34248,630/95
34249,48/97
34250,6/8
34251,1/80
34252,3/281
34253,966/8
34254,59/519
34255,620/185
34256,7/661
34257,5/404
34258,3/6
34259,92/309
34260,3/81
34261,27/514
34262,384/7
34263,51/85
34264,648/64
34265,51/23
34266,204/53
34267,5/471
34268,151/79
34269,99/50
34270,378/5
34271,71/9
34272,69/5
34273,836/67
34274,419/42
34275,440/4
34276,4/3
34277,4/5
34278,38/672
34279,1/4
34280,2/4
34281,6/667
34282,933/4
34283,7/595
34284,3/3
34285,104/660
34286,55/22
34287,5/3
34288,868/74
34289,678/7
34290,24/510
34291,2/888
34292,32/929
34293,802/44
34294,494/363
34295,265/8
34296,6/215
34297,4/1
34298,483/140
34299,69/5
34300,15/70
34301,79/316
34302,9/384
34303,23/3
34304,505/60
34305,8/71
34306,5/3
34307,993/83
34308,569/20
34309,9/5
34310,544/80
34311,3/61
34312,369/6
34313,65/60
34314,97/5
34315,516/669
34316,80/985
34317,84/43
34318,548/3
34319,959/9
34320,8/9
34321,954/97
34322,62/1
34323,320/7
34324,3/367
34325,175/3
34326,8/5
34327,17/542
34328,52/569
34329,28/9
34330,8/4
34331,31/589
34332,5/3
34333,260/97
34334,707/3
34335,502/1
34336,1/73
34337,8/37
34338,5/29
34339,61/12
34340,395/92
34341,9/87
34342,46/8
34343,36/4
34344,175/901
34345,4/637
34346,81/3
34347,352/55
34348,5/80
34349,46/3
34350,6/48
34351,8/79
34352,224/17
34353,1/34
34354,30/8
34355,39/7
34356,928/2
34357,86/8
34358,95/50
34359,34/92
34360,923/3
34361,70/25
34362,2/7
34363,958/11
34364,23/760
34365,67/40
34366,220/75
34367,608/4
34368,97/266
34369,8/46
34370,1/197
34371,820/57
34372,37/139
34373,445/91
34374,69/1
34375,3/365
34376,2/3
34377,1/58
34378,54/80
34379,72/713
34380,664/8
34381,7/191
34382,573/67
34383,986/253
34384,11/9
34385,50/70
34386,46/820
34387,6/634
34388,58/469
34389,58/9
34390,74/59
34391,892/9
34392,86/539
34393,9/755
34394,85/252
34395,78/7
34396,578/56
34397,691/22
34398,79/867
34399,853/73
34400,2/985
34401,198/77
34402,164/43
34403,774/332
34404,807/857
34405,933/52
34406,83/63
34407,8/668
34408,913/9
34409,6/58
34410,205/804
34411,39/98
34412,37/2
34413,6/9
34414,73/557
34415,453/496
34416,801/4
34417,5/668
34418,901/723
34419,30/3
34420,799/119
34421,44/398
34422,25/342
34423,6/3
34424,22/88
34425,775/298
34426,98/304
34427,95/180
34428,135/9
34429,93/32
34430,345/465
34431,380/53
34432,55/9
34433,738/81
34434,5/37
34435,71/2
34436,4/577
34437,66/95
34438,4/935
34439,2/9
34440,903/46
34441,47/678
34442,396/72
34443,92/1
34444,496/23
34445,5/4
34446,4/5
34447,1/1
34448,91/880
34449,52/883
34450,8/66
34451,239/68
34452,814/627
34453,2/5
34454,10/3
34455,117/742
34456,58/5
34457,63/570
34458,12/2
34459,218/4
34460,33/8
34461,4/4
34462,827/63
34463,99/282
34464,7/75
34465,4/974
34466,74/649
34467,3/87
34468,9/357
34469,4/3
34470,485/27
34471,760/6
34472,141/23
34473,6/1
34474,709/59
34475,8/298
34476,425/43
34477,9/49
34478,6/88
34479,10/82
34480,660/17
34481,731/3
34482,1/9
34483,7/92
34484,65/47
34485,2/56
34486,673/96
34487,6/867
34488,6/998
34489,5/613
34490,42/28
34491,9/948
34492,7/49
34493,38/1
34494,8/981
34495,284/9
34496,564/8
34497,126/4
34498,29/142
34499,7/4
34500,1/75
34501,47/226
34502,3/4
34503,81/1
34504,49/9
34505,7/84
34506,4/2
34507,4/6
34508,3/81
34509,3/19
34510,4/694
34511,45/88
34512,83/7
34513,72/97
34514,14/5
34515,948/700
34516,1/86
34517,56/91
34518,20/565
34519,59/1
34520,28/1
34521,39/41
34522,343/25
34523,680/86
34524,105/572
34525,43/699
34526,4/2
34527,823/914
34528,5/700
34529,5/25
34530,6/24
34531,248/127
34532,429/7
34533,66/24
34534,69/892
34535,91/553
34536,988/429
34537,814/7
34538,6/3
34539,63/649
34540,4/2
34541,44/8
34542,9/5
34543,165/78
34544,654/85
34545,779/374
34546,603/588
34547,196/1
34548,99/71
34549,75/5
34550,1/4
34551,5/32
34552,3/24
34553,194/177
34554,8/42
34555,581/90
34556,82/75
34557,103/8
34558,31/36
34559,784/20
34560,7/27
34561,22/98
34562,797/258
34563,8/21
34564,62/1
34565,125/753
34566,829/1
34567,5/82
34568,24/1
34569,39/14
34570,28/368
34571,3/3
34572,617/23
34573,1/3
34574,43/65
34575,802/280
34576,792/626
34577,9/450
34578,82/3
34579,17/56
34580,36/7
34581,81/66
34582,6/7
34583,303/297
34584,984/16
34585,418/253
34586,872/7
34587,331/76
34588,4/888
34589,770/1
34590,44/64
34591,29/927
34592,981/745
34593,1/62
34594,70/149
34595,570/878
34596,84/34
34597,56/251
34598,9/959
34599,50/32
34600,830/3
34601,7/8
34602,3/16
34603,773/68
34604,116/895
34605,84/491
34606,3/9
34607,6/679
34608,196/6
34609,569/257
34610,141/658
34611,394/1
34612,63/71
34613,2/5
34614,660/80
34615,6/5
34616,86/4
34617,2/89
34618,218/301
34619,50/288
34620,39/65
34621,72/50
34622,40/9
34623,23/9
34624,78/39
34625,9/4
34626,739/948
34627,113/40
34628,882/407
34629,36/391
34630,804/5
34631,141/42
34632,61/9
34633,74/406
34634,448/4
34635,98/13
